InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName
22_SHARNWICK_16537,22,16537,Root 1 Pnt Nr,750mL,1,11.99,11.99,1/29/2016,750,2,0.11,7153,PINE STATE TRADING CO      
34_PITMERDEN_21277,34,21277,Nicholson Ranch Chard Son Ct,750mL,2,39.98,19.99,1/7/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES
23_ARBINGTON_42886,23,42886,Clos de Los Siete Mendoza,750mL,1,19.99,19.99,1/8/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
55_DRY GULCH_508,55,508,Bacardi Superior Rum,Liter,2,25.98,12.99,1/23/2016,1000,1,2.1,480,BACARDI USA INC            
67_EANVERNESS_2760,67,2760,Jack Daniels Tennessee Honey,1.75L,3,116.97,38.99,1/24/2016,1750,1,5.51,1128,BROWN-FORMAN CORP          
58_HARTLEPOOL_4368,58,4368,Capt Morgan Private Stock,1.75L,1,33.99,33.99,1/12/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
49_GARIGILL_3423,49,3423,Beefeater,1.75L,2,53.98,26.99,1/22/2016,1750,1,3.67,17035,PERNOD RICARD USA          
72_HARDERSFIELD_44038,72,44038,Barefoot Pnt Grigio Cal,1.5L,1,10.99,10.99,1/18/2016,1500,2,0.22,3252,E & J GALLO WINERY         
10_HORNSEY_8102,10,8102,Absolut Mandrin,1.75L,1,24.99,24.99,2/22/2016,1750,1,1.84,17035,PERNOD RICARD USA          
38_GOULCREST_8627,38,8627,Jadot Beaujolais Villages,750mL,2,19.98,9.99,1/7/2016,750,2,0.22,4692,KOBRAND CORPORATION        
19_WINTERVALE_4226,19,4226,Bacardi Superior Rum Trav,750mL,1,13.99,13.99,1/21/2016,750,1,0.79,480,BACARDI USA INC            
11_CARDEND_4678,11,4678,Courvoisier VS Cognac,750mL,1,22.99,22.99,2/27/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
1_HARDERSFIELD_15035,1,15035,Morellino d Scansano Rsv,750mL,2,21.98,10.99,2/6/2016,750,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
67_EANVERNESS_13492,67,13492,Barefoot Cellars Pnt Nr,1.5L,1,10.99,10.99,1/6/2016,1500,2,0.22,3252,E & J GALLO WINERY         
41_LARNWICK_8687,41,8687,Paul Masson Ruby Burgundy,3L,1,9.99,9.99,1/8/2016,3000,2,0.45,1392,CONSTELLATION BRANDS INC   
11_CARDEND_1896,11,1896,The Glenlivet 18 Yr Single,750mL,1,104.99,104.99,1/15/2016,750,1,0.79,17035,PERNOD RICARD USA          
46_TYWARDREATH_5191,46,5191,Fireball Cinnamon Whiskey,375mL,1,9.99,9.99,1/3/2016,375,1,0.39,8004,SAZERAC CO INC             
77_TAMWORTH_38899,77,38899,L Martini Cab Svgn Sonoma,750mL,1,12.99,12.99,1/29/2016,750,2,0.11,3252,E & J GALLO WINERY         
69_MOUNTMEND_7219,69,7219,Herradura Reposado NHSLC,750mL,1,45.99,45.99,1/2/2016,750,2,0.11,1128,BROWN-FORMAN CORP          
25_CAERSHIRE_8166,25,8166,Mount Gay Eclipse,750mL,2,45.98,22.99,1/29/2016,750,1,1.57,7239,REMY COINTREAU USA INC     
17_OLDHAM_33143,17,33143,Our Daily Red,750mL,1,9.99,9.99,1/22/2016,750,2,0.11,7153,PINE STATE TRADING CO      
16_LUNDY_3244,16,3244,Burnetts Vodka,750mL,1,5.79,5.79,1/31/2016,750,1,0.79,3924,HEAVEN HILL DISTILLERIES   
20_BREDWARDINE_40658,20,40658,Lemelson Theas Slctn Pnt Nr,750mL,1,29.99,29.99,1/17/2016,750,2,0.11,90010,VINEXTRA INC               
51_ABERDEEN_3389,51,3389,Seagrams Extra Dry Gin,1.75L,1,16.99,16.99,1/20/2016,1750,1,1.84,17035,PERNOD RICARD USA          
67_EANVERNESS_3238,67,3238,Hendrick's Gin,750mL,1,29.99,29.99,1/16/2016,750,1,0.79,3664,WILLIAM GRANT & SONS INC   
79_BALLYMENA_1366,79,1366,Red Stag by Jim Beam,50mL,1,1.29,1.29,1/5/2016,50,1,0.05,12546,JIM BEAM BRANDS COMPANY    
69_MOUNTMEND_2690,69,2690,Black Velvet Reserve,750mL,3,29.97,9.99,1/17/2016,750,1,2.36,1392,CONSTELLATION BRANDS INC   
34_PITMERDEN_29400,34,29400,Ch D'Arcins Haut Medoc,750mL,1,20.99,20.99,1/28/2016,750,2,0.11,7153,PINE STATE TRADING CO      
41_LARNWICK_3793,41,3793,Pearl Vodka PET,1.75L,1,14.99,14.99,1/31/2016,1750,1,1.84,8352,LUXCO INC                  
2_ASHBORNE_6542,2,6542,Melini Borghi D'Elsa Chiant,750mL,1,6.49,6.49,1/15/2016,750,2,0.11,9744,FREDERICK WILDMAN & SONS   
12_LEESIDE_8822,12,8822,Absolut 80 Proof,50mL,2,3.98,1.99,2/5/2016,50,1,0.1,17035,PERNOD RICARD USA          
73_DONCASTER_2239,73,2239,Rebel Yell American Whisky,750mL,1,20.99,20.99,1/30/2016,750,1,0.79,8352,LUXCO INC                  
15_WANBORNE_15168,15,15168,Durigutti Malbec Mendoza,750mL,1,14.99,14.99,2/14/2016,750,2,0.11,10754,PERFECTA WINES             
49_GARIGILL_16351,49,16351,Girls in the Vineyard Cab S,750mL,3,56.97,18.99,1/4/2016,750,2,0.34,10754,PERFECTA WINES             
73_DONCASTER_46628,73,46628,Paso Creek Cab Svgn,750mL,1,13.99,13.99,1/8/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
76_DONCASTER_39413,76,39413,Mirassou Pnt Nr Cntrl Coast,750mL,1,8.99,8.99,1/22/2016,750,2,0.11,3252,E & J GALLO WINERY         
41_LARNWICK_3505,41,3505,Tito's Handmade Vodka,750mL,1,21.99,21.99,1/28/2016,750,1,0.79,4425,MARTIGNETTI COMPANIES
22_SHARNWICK_8202,22,8202,Sambuca Romana,750mL,1,19.99,19.99,1/11/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
32_MOUNTMEND_8451,32,8451,Cruzan Aged Dark Rum,1.75L,1,16.99,16.99,1/6/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    
54_GUTHRAM_24592,54,24592,Vendange Cab Svgn,1.5L,1,6.99,6.99,1/1/2016,1500,2,0.22,1392,CONSTELLATION BRANDS INC   
24_PALPERROTH_5587,24,5587,Jose Cuervo Golden Margarita,1.75L,1,17.99,17.99,1/16/2016,1750,1,1.84,7245,PROXIMO SPIRITS INC.       
45_VERITAS_7341,45,7341,Smirnoff Watermelon,50mL,3,2.97,0.99,1/21/2016,50,1,0.16,3960,DIAGEO NORTH AMERICA INC   
66_EANVERNESS_3278,66,3278,Gordons London Dry,750mL,1,7.99,7.99,1/13/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
70_KELD_33582,70,33582,Villa Cornaro Prosecco Del,750mL,1,9.99,9.99,1/1/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
10_HORNSEY_21729,10,21729,Santi Pinot Grigio Delle Ve,750mL,1,12.99,12.99,2/17/2016,750,2,0.11,9744,FREDERICK WILDMAN & SONS   
33_HORNSEY_21754,33,21754,Notre Dame Cousignac Blnc 13,750mL,2,19.98,9.99,1/20/2016,750,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
25_CAERSHIRE_5734,25,5734,Malibu Rum,1.75L,2,43.98,21.99,1/30/2016,1750,1,3.67,17035,PERNOD RICARD USA          
72_HARDERSFIELD_5101,72,5101,Dr McGillicuddy's Mentholmnt,750mL,1,13.99,13.99,1/17/2016,750,1,0.79,8004,SAZERAC CO INC             
72_HARDERSFIELD_39413,72,39413,Mirassou Pnt Nr Cntrl Coast,750mL,1,8.99,8.99,1/12/2016,750,2,0.11,3252,E & J GALLO WINERY         
24_PALPERROTH_3802,24,3802,Three Olives Vodka,1.75L,1,17.99,17.99,1/31/2016,1750,1,1.84,7245,PROXIMO SPIRITS INC.       
54_GUTHRAM_8781,54,8781,Rodney Strong Cab Svgn,750mL,1,16.99,16.99,1/7/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
56_BEGGAR'S HOLE_6535,56,6535,Sandeman Tawny Port,750mL,1,11.99,11.99,1/22/2016,750,2,0.11,17035,PERNOD RICARD USA          
1_HARDERSFIELD_39384,1,39384,F Coppola Diamond Pnt Nr,750mL,2,33.98,16.99,1/17/2016,750,2,0.22,2000,SOUTHERN WINE & SPIRITS NE 
10_HORNSEY_2214,10,2214,James E Pepper Bourbon,750mL,1,33.99,33.99,1/24/2016,750,1,0.79,9552,M S WALKER INC             
14_BROMWICH_4227,14,4227,Bacardi Superior Rum Trav,1.75L,12,215.88,17.99,1/17/2016,1750,1,22.05,480,BACARDI USA INC            
9_BLACKPOOL_463,9,463,Kirk & Sweeney 12Yr Old Rum,750mL,1,33.99,33.99,1/2/2016,750,1,0.79,653,STATE WINE & SPIRITS   
72_HARDERSFIELD_5391,72,5391,Kamora Coffee,1.75L,1,15.99,15.99,1/11/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    
22_SHARNWICK_42678,22,42678,Fish Eye Shiraz,750mL,2,9.98,4.99,1/30/2016,750,2,0.22,9815,WINE GROUP INC             
31_HORNSEY_4817,31,4817,Skyy Infusions TX Grapefruit,750mL,1,15.99,15.99,1/22/2016,750,1,0.79,11567,CAMPARI AMERICA            
66_EANVERNESS_34905,66,34905,Smoking Loon Merlot,750mL,1,9.99,9.99,1/24/2016,750,2,0.11,9552,M S WALKER INC             
56_BEGGAR'S HOLE_31489,56,31489,Barefoot Chard Cal,1.5L,1,10.99,10.99,1/30/2016,1500,2,0.22,3252,E & J GALLO WINERY         
7_STANMORE_22899,7,22899,Simi Svgn Bl,750mL,2,19.98,9.99,1/20/2016,750,2,0.22,1392,CONSTELLATION BRANDS INC   
34_PITMERDEN_3840,34,3840,Smirnoff Raspberry Vodka,1.75L,2,45.98,22.99,1/11/2016,1750,1,3.67,3960,DIAGEO NORTH AMERICA INC   
30_CULCHETH_1346,30,1346,Knob Creek Bourbon,750mL,1,29.99,29.99,1/26/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
10_HORNSEY_4945,10,4945,Jacquin Ginger Brandy,750mL,1,9.49,9.49,1/15/2016,750,1,0.79,4380,CHARLES JACQUIN ET CIE INC 
49_GARIGILL_7878,49,7878,Allens Coffee Brandy,1.75L,2,31.98,15.99,1/9/2016,1750,1,3.67,9552,M S WALKER INC             
2_ASHBORNE_6349,2,6349,Glen Ellen Chard RSV,1.5L,1,6.99,6.99,1/25/2016,1500,2,0.22,9815,WINE GROUP INC             
75_BARNCOMBE_43043,75,43043,Yellow Tail Rsl,750mL,1,6.99,6.99,1/29/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
67_EANVERNESS_7898,67,7898,Tooters Mango Smash 15 Pk,375mL,3,29.97,9.99,1/30/2016,375,1,1.18,5270,MANGO BOTTLING INC         
23_ARBINGTON_3609,23,3609,Smirnoff Vanilla Vodka,50mL,3,2.97,0.99,1/4/2016,50,1,0.16,3960,DIAGEO NORTH AMERICA INC   
10_HORNSEY_4135,10,4135,Smirnoff Blueberry Vodka,50mL,14,13.86,0.99,2/6/2016,50,1,0.74,3960,DIAGEO NORTH AMERICA INC   
14_BROMWICH_3089,14,3089,Evan Williams Honey Reserve,750mL,2,19.98,9.99,1/22/2016,750,1,1.57,3924,HEAVEN HILL DISTILLERIES   
67_EANVERNESS_8068,67,8068,Absolut 80 Proof,1.75L,4,103.96,25.99,1/16/2016,1750,1,7.35,17035,PERNOD RICARD USA          
68_SOLARIS_11200,68,11200,Palagetto Vernaccia Gimigano,750mL,11,164.89,14.99,1/19/2016,750,2,1.24,7153,PINE STATE TRADING CO      
77_TAMWORTH_41712,77,41712,Fish Eye Chard,750mL,1,4.99,4.99,1/28/2016,750,2,0.11,9815,WINE GROUP INC             
76_DONCASTER_8078,76,8078,Glenfiddich Special Rsv 12Yr,375mL,2,39.98,19.99,1/6/2016,375,1,0.79,3664,WILLIAM GRANT & SONS INC   
59_CLAETHORPES_5233,59,5233,Cointreau Liqueur,375mL,1,20.99,20.99,1/26/2016,375,1,0.39,7239,REMY COINTREAU USA INC     
24_PALPERROTH_8124,24,8124,Mouton Cadet White Brdx,750mL,2,21.98,10.99,1/16/2016,750,2,0.22,1392,CONSTELLATION BRANDS INC   
73_DONCASTER_6195,73,6195,Korbel Brut,1.5L,1,27.99,27.99,1/26/2016,1500,2,0.22,1128,BROWN-FORMAN CORP          
68_SOLARIS_13661,68,13661,Duckhorn Decoy Pnt Nr,750mL,1,25.99,25.99,1/30/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
74_PAENTMARWY_1346,74,1346,Knob Creek Bourbon,750mL,2,59.98,29.99,1/16/2016,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    
56_BEGGAR'S HOLE_34904,56,34904,Smoking Loon Chard,750mL,1,9.99,9.99,1/29/2016,750,2,0.11,9552,M S WALKER INC             
62_KILMARNOCK_43873,62,43873,Duckhorn Cab Svgn Napa,750mL,3,215.97,71.99,1/29/2016,750,2,0.34,4425,MARTIGNETTI COMPANIES
27_MOUNTMEND_6535,27,6535,Sandeman Tawny Port,750mL,1,11.99,11.99,1/16/2016,750,2,0.11,17035,PERNOD RICARD USA          
45_VERITAS_29212,45,29212,R Mondavi Merlot Pvt Sel,750mL,1,8.99,8.99,1/22/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
60_IRRAGIN_3625,60,3625,Absolut 80 Proof,750mL,3,53.97,17.99,1/26/2016,750,1,2.36,17035,PERNOD RICARD USA          
14_BROMWICH_8671,14,8671,Appleton Est VX Jamaican Rum,750mL,1,19.99,19.99,1/7/2016,750,1,0.79,11567,CAMPARI AMERICA            
42_BLACK HOLLOW_8178,42,8178,Bulleit Bourbon,750mL,1,25.99,25.99,1/13/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
14_BROMWICH_5491,14,5491,Rumpleminze,50mL,7,13.93,1.99,1/17/2016,50,1,0.37,3960,DIAGEO NORTH AMERICA INC   
33_HORNSEY_1281,33,1281,Benchmark Old #8 Bourbon,1.75L,1,14.99,14.99,1/17/2016,1750,1,1.84,8004,SAZERAC CO INC             
8_ALNERWICK_34947,8,34947,M Chiarlo Moscato D'Asti Ni,375mL,1,11.49,11.49,1/6/2016,375,2,0.06,4692,KOBRAND CORPORATION        
31_HORNSEY_8778,31,8778,Bulleit Bourbon,1.75L,1,49.99,49.99,1/23/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
58_HARTLEPOOL_4103,58,4103,Capt Morgan White,750mL,2,29.98,14.99,1/30/2016,750,1,1.57,3960,DIAGEO NORTH AMERICA INC   
55_DRY GULCH_2663,55,2663,Dewars White Label,1.75L,2,79.98,39.99,1/12/2016,1750,1,3.67,480,BACARDI USA INC            
19_WINTERVALE_3427,19,3427,Stolichnaya Blueberi,1.75L,1,25.99,25.99,2/2/2016,1750,1,1.84,8664,"STOLI GROUP,(USA) LLC      "
38_GOULCREST_44921,38,44921,Quinta do Crasto Douro Rd,750mL,1,14.99,14.99,1/29/2016,750,2,0.11,90024,VINILANDIA USA             
66_EANVERNESS_4806,66,4806,Leroux Blackberry Brandy,1.75L,3,44.97,14.99,1/29/2016,1750,1,5.51,12546,JIM BEAM BRANDS COMPANY    
41_LARNWICK_1886,41,1886,Seagrams 7 Crown,750mL,1,10.99,10.99,1/16/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
66_EANVERNESS_8101,66,8101,Tanqueray,50mL,2,3.98,1.99,1/8/2016,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   
41_LARNWICK_31320,41,31320,La Vieille Ferme Rose Vntoux,750mL,1,8.99,8.99,1/15/2016,750,2,0.11,1587,VINEYARD BRANDS INC        
51_ABERDEEN_3804,51,3804,Svedka Vodka,750mL,1,9.99,9.99,1/5/2016,750,1,0.79,1392,CONSTELLATION BRANDS INC   
1_HARDERSFIELD_21232,1,21232,Barefoot Bubbly Prosecco,750mL,1,9.99,9.99,1/29/2016,750,2,0.11,3252,E & J GALLO WINERY         
58_HARTLEPOOL_8178,58,8178,Bulleit Bourbon,750mL,2,51.98,25.99,1/30/2016,750,1,1.57,3960,DIAGEO NORTH AMERICA INC   
23_ARBINGTON_18562,23,18562,Jewell Towne Vyds So Hampton,750mL,1,11.99,11.99,1/13/2016,750,2,0.11,17032,JEWELL TOWNE VINEYARDS     
54_GUTHRAM_23420,54,23420,Dom D'Andezon CdRhone Red,750mL,1,12.99,12.99,1/27/2016,750,2,0.11,9552,M S WALKER INC             
34_PITMERDEN_4265,34,4265,Capt Morgan Spiced Rum,375mL,3,32.97,10.99,1/28/2016,375,1,1.18,3960,DIAGEO NORTH AMERICA INC   
50_MOUNTMEND_3495,50,3495,Ketel One Citroen Vodka,1.75L,1,38.99,38.99,1/28/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
73_DONCASTER_5491,73,5491,Rumpleminze,50mL,6,11.94,1.99,1/16/2016,50,1,0.32,3960,DIAGEO NORTH AMERICA INC   
30_CULCHETH_3896,30,3896,Zhenka Vodka,375mL,1,3.29,3.29,1/24/2016,375,1,0.39,9552,M S WALKER INC             
2_ASHBORNE_5767,2,5767,Jose Cuervo Strawberry Marg,1.75L,1,13.99,13.99,1/23/2016,1750,1,1.84,7245,PROXIMO SPIRITS INC.       
6_GOULCREST_5242,6,5242,Cointreau Liqueur,750mL,1,33.99,33.99,1/10/2016,750,1,0.79,7239,REMY COINTREAU USA INC     
33_HORNSEY_40425,33,40425,Mionetto Prosecco Brut,750mL,1,13.99,13.99,1/24/2016,750,2,0.11,9552,M S WALKER INC             
79_BALLYMENA_5233,79,5233,Cointreau Liqueur,375mL,1,20.99,20.99,1/9/2016,375,1,0.39,7239,REMY COINTREAU USA INC     
73_DONCASTER_10702,73,10702,Kris Pnt Nr delle Venezie,750mL,2,25.98,12.99,1/31/2016,750,2,0.22,2000,SOUTHERN WINE & SPIRITS NE 
75_BARNCOMBE_43872,75,43872,Joseph Carr Cab Svgn Napa,750mL,1,19.99,19.99,1/30/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
71_CLARCTON_8123,71,8123,Mouton Cadet Red Brdx,750mL,1,10.99,10.99,1/28/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
56_BEGGAR'S HOLE_21951,56,21951,Ruffino Aziano Chianti Clsc,750mL,1,12.99,12.99,1/2/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
23_ARBINGTON_31200,23,31200,Banfi Rosso di Montalcino,750mL,1,18.99,18.99,1/29/2016,750,2,0.11,516,BANFI PRODUCTS CORP        
21_BALERNO_17041,21,17041,Sutter Home Pink Moscato,1.5L,1,7.95,7.95,1/9/2016,1500,2,0.22,8892,TRINCHERO FAMILY ESTATES   
55_DRY GULCH_29996,55,29996,Wild Horse CC Cab Svgn,750mL,2,33.98,16.99,1/20/2016,750,2,0.22,1392,CONSTELLATION BRANDS INC   
68_SOLARIS_8512,68,8512,Baileys Irish Cream,750mL,2,39.98,19.99,1/10/2016,750,1,1.57,3960,DIAGEO NORTH AMERICA INC   
11_CARDEND_3746,11,3746,Gordons Vodka 80 Proof,1.75L,1,12.99,12.99,2/10/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
52_GRAYCOTT_4066,52,4066,Bacardi Oakheart Spiced Rum,1.75L,6,107.94,17.99,1/3/2016,1750,1,11.02,480,BACARDI USA INC            
1_HARDERSFIELD_5111,1,5111,Dr McGillicuddy's Mentholmnt,50mL,3,2.97,0.99,1/5/2016,50,1,0.16,8004,SAZERAC CO INC             
34_PITMERDEN_18585,34,18585,James L'Escargot Svgn Blanc,750mL,2,29.98,14.99,1/7/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES
7_STANMORE_6857,7,6857,Sutter Home Wh Znfdl,1.5L,2,15.9,7.95,1/29/2016,1500,2,0.45,8892,TRINCHERO FAMILY ESTATES   
73_DONCASTER_10874,73,10874,Cantine Maschio Prosecco Brt,750mL,2,21.98,10.99,1/25/2016,750,2,0.22,516,BANFI PRODUCTS CORP        
13_TARMSWORTH_6688,13,6688,Ch St Jean Chard California,750mL,1,8.95,8.95,2/23/2016,750,2,0.11,9819,TREASURY WINE ESTATES      
30_CULCHETH_7978,30,7978,M & R X Dry Vermouth,750mL,1,7.49,7.49,1/9/2016,750,1,0.79,480,BACARDI USA INC            
54_GUTHRAM_3512,54,3512,Pinnacle Vodka,1.75L,3,50.97,16.99,1/20/2016,1750,1,5.51,12546,JIM BEAM BRANDS COMPANY    
64_CESTERFIELD_10609,64,10609,Oyster Bay Chard Marlboro,750mL,1,12.99,12.99,1/30/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
2_ASHBORNE_1715,2,1715,Ole Smoky Apple Pie Moonshne,750mL,1,18.99,18.99,1/9/2016,750,1,0.79,6359,OLE SMOKY DISTILLERY LLC   
25_CAERSHIRE_3423,25,3423,Beefeater,1.75L,1,26.99,26.99,1/14/2016,1750,1,1.84,17035,PERNOD RICARD USA          
73_DONCASTER_3783,73,3783,Ciroc Apple Vodka,50mL,18,35.82,1.99,1/10/2016,50,1,0.94,3960,DIAGEO NORTH AMERICA INC   
17_OLDHAM_4222,17,4222,Bacardi Gold Rum,750mL,1,13.99,13.99,1/28/2016,750,1,0.79,480,BACARDI USA INC            
56_BEGGAR'S HOLE_1282,56,1282,Small Batch 1792,750mL,1,29.99,29.99,1/16/2016,750,1,0.79,660,SAZERAC NORTH AMERICA INC. 
15_WANBORNE_25186,15,25186,Jadot Ch d Jacques Morgon 11,750mL,3,38.97,12.99,1/9/2016,750,2,0.34,4692,KOBRAND CORPORATION        
15_WANBORNE_24003,15,24003,Corbett Canyon Cab Svgn,1.5L,1,8.99,8.99,2/23/2016,1500,2,0.22,9815,WINE GROUP INC             
32_MOUNTMEND_2432,32,2432,Crown Royal,750mL,1,25.99,25.99,1/27/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
38_GOULCREST_15917,38,15917,Simply Naked Chard,750mL,1,6.99,6.99,1/21/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
16_LUNDY_12147,16,12147,Sterling Vintners CA Meritag,750mL,1,8.99,8.99,2/6/2016,750,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
71_CLARCTON_3268,71,3268,Pinnacle CranApple Vodka,750mL,1,10.99,10.99,1/26/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
56_BEGGAR'S HOLE_3219,56,3219,Svedka Grapefruit Jalapeno,50mL,1,0.99,0.99,1/20/2016,50,1,0.05,1392,CONSTELLATION BRANDS INC   
73_DONCASTER_1239,73,1239,Booker's Bourbon,750mL,1,50.99,50.99,1/1/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
30_CULCHETH_8236,30,8236,Jim Beam,50mL,4,5.96,1.49,1/18/2016,50,1,0.21,12546,JIM BEAM BRANDS COMPANY    
50_MOUNTMEND_7982,50,7982,M & R Sweet Vermouth,750mL,1,7.49,7.49,1/22/2016,750,1,0.79,480,BACARDI USA INC            
16_LUNDY_4246,16,4246,Bacardi Superior Rum,375mL,2,15.98,7.99,1/29/2016,375,1,0.79,480,BACARDI USA INC            
64_CESTERFIELD_3878,64,3878,Smirnoff 80 Proof,750mL,1,10.99,10.99,1/15/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
50_MOUNTMEND_26530,50,26530,Corbett Canyon Merlot,1.5L,2,13.98,6.99,1/30/2016,1500,2,0.45,9815,WINE GROUP INC             
35_HALIVAARA_8680,35,8680,Crown Royal,1.75L,1,39.99,39.99,1/20/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
66_EANVERNESS_3515,66,3515,Skyy Infusions Citrus Vodka,1.75L,1,24.99,24.99,1/28/2016,1750,1,1.84,11567,CAMPARI AMERICA            
15_WANBORNE_36573,15,36573,Matanzas Creek Svgn Bl Sonom,750mL,1,19.99,19.99,2/27/2016,750,2,0.11,9552,M S WALKER INC             
46_TYWARDREATH_23257,46,23257,Jason Stephens Syrah,750mL,1,13.99,13.99,1/11/2016,750,2,0.11,653,STATE WINE & SPIRITS   
33_HORNSEY_2514,33,2514,Bird Dog Peach Whiskey,750mL,2,29.98,14.99,1/9/2016,750,1,1.57,9625,WESTERN SPIRITS BEVERAGE CO
31_HORNSEY_3295,31,3295,Tito's Handmade Vodka,375mL,1,11.99,11.99,1/27/2016,375,1,0.39,4425,MARTIGNETTI COMPANIES
73_DONCASTER_43877,73,43877,Duckhorn Svgn Bl Napa,750mL,1,31.99,31.99,1/9/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
79_BALLYMENA_2534,79,2534,The Dalmore 12Yr Single Malt,750mL,1,54.99,54.99,1/9/2016,750,1,0.79,3252,E & J GALLO WINERY         
75_BARNCOMBE_1065,75,1065,DiSaronno Cavalli Collection,50mL 3 Pk,1,12.99,12.99,1/8/2016,50,1,0.05,2555,DISARONNO INTERNATIONAL LLC
10_HORNSEY_3607,10,3607,Smirnoff Citrus Vodka,50mL,7,6.93,0.99,2/2/2016,50,1,0.37,3960,DIAGEO NORTH AMERICA INC   
74_PAENTMARWY_8590,74,8590,Arrow Peppermint Schnapps,750mL,1,6.99,6.99,1/24/2016,750,1,0.79,8352,LUXCO INC                  
38_GOULCREST_25522,38,25522,Sutter Home Clsc Cab Svgn,187mL 4 Pk,1,5.99,5.99,1/31/2016,187,2,0.03,8892,TRINCHERO FAMILY ESTATES   
40_BULLMAR_3351,40,3351,Pinnacle Whipped Vodka,1.75L,1,16.99,16.99,1/2/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    
71_CLARCTON_4066,71,4066,Bacardi Oakheart Spiced Rum,1.75L,1,18.99,18.99,1/31/2016,1750,1,1.84,480,BACARDI USA INC            
10_HORNSEY_2465,10,2465,Crown Royal Mini,50mL,8,23.92,2.99,1/23/2016,50,1,0.42,3960,DIAGEO NORTH AMERICA INC   
6_GOULCREST_3444,6,3444,Hornitos Plata Tequila,1.75L,1,39.99,39.99,1/31/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    
34_PITMERDEN_1385,34,1385,Makers Mark,750mL,3,80.97,26.99,1/3/2016,750,1,2.36,12546,JIM BEAM BRANDS COMPANY    
34_PITMERDEN_2788,34,2788,Laphroaig 10 Yr Single Malt,750mL,3,119.97,39.99,1/2/2016,750,1,2.36,12546,JIM BEAM BRANDS COMPANY    
73_DONCASTER_2668,73,2668,Dewars White Label,375mL,1,13.99,13.99,1/29/2016,375,1,0.39,480,BACARDI USA INC            
13_TARMSWORTH_5197,13,5197,Southern Comfort,375mL,3,23.97,7.99,1/5/2016,375,1,1.18,1128,BROWN-FORMAN CORP          
78_EASTHAVEN_12213,78,12213,Evodia Garnacha Old Vine,750mL,1,9.99,9.99,1/4/2016,750,2,0.11,9552,M S WALKER INC             
33_HORNSEY_40545,33,40545,Whitehaven Svgn Bl Marlboro,750mL,1,14.99,14.99,1/9/2016,750,2,0.11,3252,E & J GALLO WINERY         
61_AETHELNEY_8203,61,8203,Grand Marnier,50mL,2,5.98,2.99,1/24/2016,50,1,0.1,8112,MOET HENNESSY USA INC      
64_CESTERFIELD_44037,64,44037,Barefoot Pnt Grigio Cal,750mL,1,6.29,6.29,1/16/2016,750,2,0.11,3252,E & J GALLO WINERY         
65_LUTON_29212,65,29212,R Mondavi Merlot Pvt Sel,750mL,1,8.99,8.99,1/13/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
